"YEAR","REGION","OWNERSHP","VACANCY","vac","vac_se","vac_moe"
"2006","2","Owned or being bought (loan)","Occupied",113297,3965.0989030490164,6522.587695515632
"2006","2","Rented","Occupied",41609,2893.4973070550272,4759.8030701055195
"2006","2","Vacant","Other vacant",5544,991.9091624332373,1631.6905722026754
"2006","2","Vacant","Rented or sold but not (yet) occupied",2092,683.2959657003769,1124.02186357712
"2006","3","Vacant","For rent or sale",43246,3125.7635307676114,5141.881008112721
"2006","3","Vacant","For sale only",27928,2543.069151813059,4183.348754732482
"2006","3","Vacant","For seasonal, recreational or other occasional use",14592,1695.4831707957962,2789.0698159590847
"2006","3","Owned or being bought (loan)","Occupied",1024224,8271.047882093435,13605.8737660437
"2006","3","Rented","Occupied",483780,8560.645254281832,14082.261443293613
"2006","3","Vacant","Other vacant",29826,2559.3780717191057,4210.176927977929
"2006","3","Vacant","Rented or sold but not (yet) occupied",14232,1837.5038673370282,3022.6938617694113
"2006","4","Vacant","For migrant farm workers",1175,537.6029130443776,884.3567919580012
"2006","4","Vacant","For rent or sale",2284,560.2267084541563,921.5729354070871
"2006","4","Vacant","For sale only",2281,662.6564704742367,1090.0698939301194
"2006","4","Vacant","For seasonal, recreational or other occasional use",8160,968.7292368129758,1593.5595945573452
"2006","4","Owned or being bought (loan)","Occupied",62476,2356.2103983479815,3875.9661052824295
"2006","4","Rented","Occupied",24622,1882.632783684882,3096.930929161631
"2006","4","Vacant","Other vacant",6522,920.1466936041312,1513.641310978796
"2006","4","Vacant","Rented or sold but not (yet) occupied",566,295.01332567488964,485.29692073519345
"2007","1","Vacant","For migrant farm workers",175,175.00000000000097,287.8750000000016
"2007","1","Vacant","For rent or sale",976,444.7769318552021,731.6580529018075
"2007","1","Vacant","For sale only",1387,585.491826104715,963.1340539422562
"2007","1","Vacant","For seasonal, recreational or other occasional use",8692,1372.541767413859,2257.8312073957977
"2007","1","Owned or being bought (loan)","Occupied",71379,3098.271991242739,5096.657425594306
"2007","1","Rented","Occupied",27661,2238.798271964849,3682.8231573821768
"2007","1","Vacant","Other vacant",3306,795.8806277194225,1309.22363259845
"2007","1","Vacant","Rented or sold but not (yet) occupied",1434,631.7421088151431,1039.2157690009103
"2007","2","Vacant","For migrant farm workers",917,515.6548939717536,848.2523005835347
"2007","2","Vacant","For rent or sale",5241,1005.3393629913008,1653.78325212069
